product.sku;product_description.name.hu;product.weight;product.weight_class_id;product.image;product_to_category.category_name;product.manufacturer_id;product.product_class_id;attr_values.anyag.hu;attr_values.rogzites.hu;attr_values.csaptipus.hu;attr_values.szemforma.hu;attr_values.osztas;attr_values.belsoheveder;attr_values.gorgoatmero;attr_values.csapatmero;attr_values.csaphossz;attr_values.huvelyatmero;attr_values.fogszam;attr_values.fogedzett.hu;attr_values.kivitel.hu;attr_values.hevederek_szama.hu;attr_values.lanckerektipus.hu;attr_values.feluletkezeles.hu;product_special.price;product_special.date_start;product_special.date_end;product_description.short_description.hu;product.quantity_2;product.alapar;product.tax_class_id;product_description.quantity_name.hu;product_image.image.0;attr_values.huzal_atmero;attr_values.belso_hossz
N-GLHOK-4-216B1;216 B-1 nyújtott osztású hajlított összekötőszem;0.09;Kg.;product/N-GLHOK-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;50,8;;;8,28;41,5;;;;;;;;;;;216B1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 50,8 mm., csaphosszúság: 41,5 mm., csapátmérő: 8,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;121.0;2046.0;27.0;db;product/D-GLHOK-1.png;;
N-GLHOK-7-06B1;06 B-1 hajlított összekötőszem;0.004;Kg.;product/N-GLHOK-1.png;Patentszemek;Prémium;Görgőslánc;;;Tömör;Hajlított;9,525;;;3,28;16,8;;;;;;;;;;;06B1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 9,525 mm., csaphosszúság: 16,8 mm., csapátmérő: 3,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;74.0;1095.0;27.0;db;product/D-GLHOK-1.png;;
N-CSCSGL-4-10B1;10 B-1 csőcsapos görgőslánc;0.8;Kg.;product/N-CSCSGL-1.png;Csőcsapos láncok;Európai;Görgőslánc;Acél;;Csőcsapos;;;;;;;;;;;;;;;;;10B1 soros, nan mm. osztású, nan mm belső hevedertávolságú, nan mm. görgőátmérőjű csőcsapos acél görgőslánc.<p>Mivel a termék számos egyéb paraméterrel rendelkezik, így csak egyeztetést követően rendelhető. Kérjük, hívja munkatársunkat, vagy vegye fel a kapcsolatot velünk az elérhetőségeink valamelyikén.</p>;189.0;3836.8;27.0;m;product/D-CSCSGL-1.png;;
N-CSCSGLPSZ-4-10B1;10 B-1 csőcsapos patentszem;0.02;Kg.;product/N-CSCSGLPSZ-1.png;Csőcsapos láncok;Európai;Görgőslánc;Acél;;Csőcsapos;Egyenes;;;;;;;;;;;;;;;;Patentszem egysorossoros, nan mm. osztású, nan mm belső hevedertávolságú, nan mm. görgőátmérőjű csőcsapos acél görgőslánchoz.<p>Mivel a termék számos egyéb paraméterrel rendelkezik, így csak egyeztetést követően rendelhető. Kérjük, hívja munkatársunkat, vagy vegye fel a kapcsolatot velünk az elérhetőségeink valamelyikén.</p>;306.0;605.0;27.0;db;product/D-CSCSGLPSZ-1.png;;
N-GL-4-04B1;04 B-1 görgőslánc;0.11;Kg.;product/N-GL-1.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;6,000;2,80;4,00;;;;;;;;;;;;;04B1: 1 soros, 6,000 mm. osztású, 2,80 mm belső hevedertávolságú, 4,00 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;37.17;3950.0;27.0;m;product/D-GL-1.png;;
N-GLPSZ-4-04B1;04 B-1 patentszem;0.00072;Kg.;product/N-GLPSZ-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;6,000;;;1,85;7,8;;;;;;;;;;;04B1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 6,000 mm., csaphosszúság: 7,8 mm., csapátmérő: 1,85 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;197.0;350.0;27.0;db;product/D-GLPSZ-1.png;;
N-GLHOK-4-04B1;04 B-1 hajlított összekötőszem;0.00072;Kg.;product/N-GLHOK-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;6,000;;;1,85;7,8;;;;;;;;;;;04B1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 6,000 mm., csaphosszúság: 7,8 mm., csapátmérő: 1,85 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;100.0;430.0;27.0;db;product/D-GLHOK-1.png;;
N-GL-1-08A1;08 A-1 görgőslánc;0.6;Kg.;product/N-GL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;12,7;7,85;7,95;;;;;;;;;;;;;08A1: 1 soros, 12,7 mm. osztású, 7,85 mm belső hevedertávolságú, 7,95 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;191.4;1992.1;27.0;m;product/D-GL-1.png;;
N-GL-2-05B1;05 B-1 görgőslánc;0.2;Kg.;product/N-GL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;8,000;3,00;5,00;;;;;;;;;;;;;05B1: 1 soros, 8,000 mm. osztású, 3,00 mm belső hevedertávolságú, 5,00 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;61.5;1646.7;27.0;m;product/D-GL-1.png;;
N-GL-4-05B1;05 B-1 görgőslánc;0.2;Kg.;product/N-GL-1.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;8,000;3,00;5,00;;;;;;;;;;;;;05B1: 1 soros, 8,000 mm. osztású, 3,00 mm belső hevedertávolságú, 5,00 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;34.2;3051.0;27.0;m;product/D-GL-1.png;;
N-GLPSZ-4-05B1;05 B-1 patentszem;0.0016;Kg.;product/N-GLPSZ-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;8,000;;;2,31;11,7;;;;;;;;;;;05B1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 8,000 mm., csaphosszúság: 11,7 mm., csapátmérő: 2,31 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;48.0;342.0;27.0;db;product/D-GLPSZ-1.png;;
N-GLPSZ-1-05B1;05 B-1 patentszem;0.0016;Kg.;product/N-GLPSZ-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;8,000;;;2,31;11,7;;;;;;;;;;;05B1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 8,000 mm., csaphosszúság: 11,7 mm., csapátmérő: 2,31 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;506.0;171.6;27.0;db;product/D-GLPSZ-1.png;;
N-GLHOK-1-05B1;05 B-1 hajlított összekötőszem;0.0016;Kg.;product/N-GLHOK-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;8,000;;;2,31;11,7;;;;;;;;;;;05B1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 8,000 mm., csaphosszúság: 11,7 mm., csapátmérő: 2,31 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;602.0;239.8;27.0;db;product/D-GLHOK-1.png;;
N-GLHOK-4-05B1;05 B-1 hajlított összekötőszem;0.0016;Kg.;product/N-GLHOK-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;8,000;;;2,31;11,7;;;;;;;;;;;05B1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 8,000 mm., csaphosszúság: 11,7 mm., csapátmérő: 2,31 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;254.0;420.0;27.0;db;product/D-GLHOK-1.png;;
N-GL-4-05B2;05 B-2 görgőslánc;0.4;Kg.;product/N-GL-2.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;8,000;3,00;5,00;;;;;;;;;;;;;05B2: 2 soros, 8,000 mm. osztású, 3,00 mm belső hevedertávolságú, 5,00 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;25.0;6475.0;27.0;m;product/D-GL-2.png;;
N-GL-2-05B2;05 B-2 görgőslánc;0.2;Kg.;product/N-GL-2.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;8,000;3,00;5,00;;;;;;;;;;;;;05B2: 2 soros, 8,000 mm. osztású, 3,00 mm belső hevedertávolságú, 5,00 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;35.0;2675.2;27.0;m;product/D-GL-2.png;;
N-GLPSZ-2-05B2;05 B-2 patentszem;0.003;Kg.;product/N-GLPSZ-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;8,000;;;2,31;17,4;;;;;;;;;;;05B2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 8,000 mm., csaphosszúság: 17,4 mm., csapátmérő: 2,31 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;109.0;264.0;27.0;db;product/D-GLPSZ-2.png;;
N-GLHOK-2-05B2;05 B-2 hajlított összekötőszem;0.003;Kg.;product/N-GLHOK-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;8,000;;;2,31;17,4;;;;;;;;;;;05B2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 8,000 mm., csaphosszúság: 17,4 mm., csapátmérő: 2,31 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;75.0;369.6;27.0;db;product/D-GLHOK-2.png;;
N-GLPSZ-4-05B2;05 B-2 patentszem;0.00288;Kg.;product/N-GLPSZ-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;8,000;;;2,31;17,4;;;;;;;;;;;05B2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 8,000 mm., csaphosszúság: 17,4 mm., csapátmérő: 2,31 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;3.0;640.0;27.0;db;product/D-GLPSZ-2.png;;
N-GLHOK-4-05B2;05 B-2 hajlított összekötőszem;0.00288;Kg.;product/N-GLHOK-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;8,000;;;2,31;17,4;;;;;;;;;;;05B2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 8,000 mm., csaphosszúság: 17,4 mm., csapátmérő: 2,31 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;8.0;880.0;27.0;db;product/D-GLHOK-2.png;;
N-GL-4-06B1;06 B-1 görgőslánc;0.41;Kg.;product/N-GL-1.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;9,525;5,72;6,35;;;;;;;;;;;;;06B1: 1 soros, 9,525 mm. osztású, 5,72 mm belső hevedertávolságú, 6,35 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;133.7;2706.0;27.0;m;product/D-GL-1.png;;
N-GL-2-06B1;06 B-1 görgőslánc;0.41;Kg.;product/N-GL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;9,525;5,72;6,35;;;;;;;;;;;;;06B1: 1 soros, 9,525 mm. osztású, 5,72 mm belső hevedertávolságú, 6,35 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;172.0;1293.6;27.0;m;product/D-GL-1.png;;
N-GLPSZ-2-06B1;06 B-1 patentszem;0.004;Kg.;product/N-GLPSZ-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;9,525;;;3,28;16,8;;;;;;;;;;;06B1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 9,525 mm., csaphosszúság: 16,8 mm., csapátmérő: 3,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;300.0;132.0;27.0;db;product/D-GLPSZ-1.png;;
N-GLPSZ-4-06B1;06 B-1 patentszem;0.004;Kg.;product/N-GLPSZ-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;9,525;;;3,28;16,8;;;;;;;;;;;06B1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 9,525 mm., csaphosszúság: 16,8 mm., csapátmérő: 3,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;338.0;268.0;27.0;db;product/D-GLPSZ-1.png;;
N-GLHOK-2-06B1;06 B-1 hajlított összekötőszem;0.004;Kg.;product/N-GLHOK-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;9,525;;;3,28;16,8;;;;;;;;;;;06B1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 9,525 mm., csaphosszúság: 16,8 mm., csapátmérő: 3,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;300.0;182.6;27.0;db;product/D-GLHOK-1.png;;
N-GLHOK-4-06B1;06 B-1 hajlított összekötőszem;0.004;Kg.;product/N-GLHOK-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;9,525;;;3,28;16,8;;;;;;;;;;;06B1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 9,525 mm., csaphosszúság: 16,8 mm., csapátmérő: 3,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;195.0;420.0;27.0;db;product/D-GLHOK-1.png;;
N-GL-2-06B2;06 B-2 görgőslánc;0.82;Kg.;product/N-GL-2.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;9,525;5,72;6,35;;;;;;;;;;;;;06B2: 2 soros, 9,525 mm. osztású, 5,72 mm belső hevedertávolságú, 6,35 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;125.3;2488.2;27.0;m;product/D-GL-2.png;;
N-GL-4-06B2;06 B-2 görgőslánc;0.82;Kg.;product/N-GL-2.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;9,525;5,72;6,35;;;;;;;;;;;;;06B2: 2 soros, 9,525 mm. osztású, 5,72 mm belső hevedertávolságú, 6,35 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;80.07;3644.0;27.0;m;product/D-GL-2.png;;
N-GLPSZ-4-06B2;06 B-2 patentszem;0.0074;Kg.;product/N-GLPSZ-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;9,525;;;3,28;27,1;;;;;;;;;;;06B2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 9,525 mm., csaphosszúság: 27,1 mm., csapátmérő: 3,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;108.0;372.0;27.0;db;product/D-GLPSZ-2.png;;
N-GLPSZ-2-06B2;06 B-2 patentszem;0.0074;Kg.;product/N-GLPSZ-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;9,525;;;3,28;27,1;;;;;;;;;;;06B2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 9,525 mm., csaphosszúság: 27,1 mm., csapátmérő: 3,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;245.0;242.0;27.0;db;product/D-GLPSZ-2.png;;
N-GLHOK-4-06B2;06 B-2 hajlított összekötőszem;0.0074;Kg.;product/N-GLHOK-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;9,525;;;3,28;27,1;;;;;;;;;;;06B2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 9,525 mm., csaphosszúság: 27,1 mm., csapátmérő: 3,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;135.0;549.0;27.0;db;product/D-GLHOK-2.png;;
N-GLHOK-1-06B2;06 B-2 hajlított összekötőszem;0.0074;Kg.;product/N-GLHOK-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;9,525;;;3,28;27,1;;;;;;;;;;;06B2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 9,525 mm., csaphosszúság: 27,1 mm., csapátmérő: 3,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;218.0;338.8;27.0;db;product/D-GLHOK-2.png;;
N-GL-4-06B3;06 B-3 görgőslánc;1.2;Kg.;product/N-GL-3.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;9,525;5,72;6,35;;;;;;;;;;;;;06B3: 3 soros, 9,525 mm. osztású, 5,72 mm belső hevedertávolságú, 6,35 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;4.9;6806.0;27.0;m;product/D-GL-3.png;;
N-GL-2-06B3;06 B-3 görgőslánc;1.2;Kg.;product/N-GL-3.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;9,525;5,72;6,35;;;;;;;;;;;;;06B3: 3 soros, 9,525 mm. osztású, 5,72 mm belső hevedertávolságú, 6,35 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;22.1;4233.9;27.0;m;product/D-GL-3.png;;
N-GL-1-06B3;06 B-3 görgőslánc;1.2;Kg.;product/N-GL-3.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;9,525;5,72;6,35;;;;;;;;;;;;;06B3: 3 soros, 9,525 mm. osztású, 5,72 mm belső hevedertávolságú, 6,35 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;35.0;4233.9;27.0;m;product/D-GL-3.png;;
N-GLPSZ-1-06B3;06 B-3 patentszem;0.01;Kg.;product/N-GLPSZ-3.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;9,525;;;3,28;37,3;;;;;;;;;;;06B3: 3 soros rugós lemezes rögzítésű acél patentszem. Osztás: 9,525 mm., csaphosszúság: 37,3 mm., csapátmérő: 3,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;78.0;418.0;27.0;db;product/D-GLPSZ-3.png;;
N-GLPSZ-4-06B3;06 B-3 patentszem;0.01;Kg.;product/N-GLPSZ-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;9,525;;;3,28;37,3;;;;;;;;;;;06B3: 3 soros rugós lemezes rögzítésű acél patentszem. Osztás: 9,525 mm., csaphosszúság: 37,3 mm., csapátmérő: 3,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;63.0;670.0;27.0;db;product/D-GLPSZ-3.png;;
